gm_well_category,gm_gis_dwr_region,date,latitude,longitude,Fac_Conf_type,Fac_Conf_dist,Facility_1km,Facility_3km,Facility_10km,Facility_50km,Precipitation,Temp,WindSpeed,pm2_5_atm,pm10_atm,air_CO,air_NO2,air_Ozone,air_SO2,air_humidity,air_pm1,GW_Change_Storage_mm,GW_Runoff_mm,Soil_Moisture_mm,Precipitation_mm,Evapotranspiration_mm,Snowpack_mm,GW_recharge,texture_description,Ratio_15_Bar_Water_to_Clay_<2mm,Texture_USDA,Silt_Total,Sand_Total,Silt_Coarse,Weight_Percentage_0.1-75mm_75_mm,%_Pass_2_Inch_Sieve,%_Pass_1_&_1/2_Inch_Sieve,%_Pass_1_Inch_Sieve,%_Pass_3/4_Inch_Sieve,%_Pass_3/8_Inch_Sieve,%_Pass_4.76_mm_Sieve,%_Pass_2.00_mm_Sieve,%_Pass_0.42_mm_Sieve,%_Pass_0.074_mm_Sieve,%_Pass_20_Micron_Sieve,%_Pass_5_Micron_Sieve,%_Pass_2_Micron_Sieve,%particles_d_<1mm_<75mm,%particles_d_<0.5mm_<75mm,%particles_d_<0.25mm_<75mm,%particles_d_<0.10mm_<75mm,%particles_d_<0.05mm_<75mm,%particles_d_<60%_<75mm,%particles_d_<50%_<75mm,Gradation_Uniformity,Gradation_Curvature,Weight_%_0.05-2mm_Clay-Free,Weight_%_0.002-0.05mm_Clay-Free,Weight_%_<0.002mm_Clay-Free,Weight_%_0.5-1mm_Clay-Free_<2mm,Weight_%_0.25-0.5mm_Clay-Free_<2mm,Weight_%_0.1-0.25mm_Clay-Free_<2mm,Weight_%_0.05-0.1mm_Clay-Free_<2mm,Weight_%_0.02-0.05mm_Clay-Free_<2mm,Weight_%_0.002-0.02mm_Clay-Free_<2mm,Weight_%_<0.002mm_Clay-Free_<2mm,FE,TDS,MN,NO3N,TCPR123,DCBZ13,NAPH,VC,DCA12,DCBZ14,FC113,XYLENES,DCE11,DCA11,DCE12C,PCE,BTBZT,EDB,BDCME,DBCP,SO4,AS,TCE,BTBZS,DCBZ12,EBZ,TBME,DCPA12,MTBE,STY,PCA,TCA112,BRME,FC12,TCB124,BTBZN,DBCME,CLBZ,CTCL,TCA111,TMB124,PBZN,TCLME,DCE12T,BZME,BZ,FC11,Label_PFHXDA,Label_PFODA,Label_102FTS,Label_ETFOSE,Label_ETFOSA,Label_MEFOSE,Label_MEFOSA
2,6,1567728000,37.625786116,-122.378000777,1,0,247,247,247,247,0.0,65.0,14.32,1.929,2.2315,0.2,9.4,0.025,1.6,62.286,1.019,-9.0,8.0,442.0,5.0,6.0,0.0,-9.0,44,0.47,14,32.4,42.5,19.3,35.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,81.0,62.0,38.0,30.0,25.0,93.0,83.0,77.0,65.0,58.0,0.06,0.035,999.9,0.7,57.0,43.0,34.0,13.0,8.0,16.0,10.0,26.0,17.0,34.0,65274766.366238885,1283.3456705434464,683.846450530497,1.4333333333333331,0.0,0.0,0.0,197.94444444444449,0.0191666666666666,0.0,0.0,1999.8658333333333,8.677777777777779,0.5411111111111111,1285.7777777777778,8177.777777777777,0.0,0.0,0.0,0.0,390.117055438174,19.259786769531665,817.7333333333333,0.0,0.0,432.0202702702703,0.0,0.0,290.55797297297295,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,2.011111111111111,0.0,0.0,0.0,0.0,2.844444444444445,42.22222222222222,1598.147,679.3324324324324,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,6,1565654400,37.626675766,-122.397448447,1,0,247,247,247,247,0.0,68.0,12.08,9.78,11.076,0.3,15.8,0.022,1.9,42.789,6.521,-19.0,11.0,455.0,0.0,8.0,0.0,-19.0,44,0.47,14,32.4,42.5,19.3,35.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,81.0,62.0,38.0,30.0,25.0,93.0,83.0,77.0,65.0,58.0,0.06,0.035,999.9,0.7,57.0,43.0,34.0,13.0,8.0,16.0,10.0,26.0,17.0,34.0,65274766.366238885,5733.333333333333,683.846450530497,0.2375,0.0,0.03125,0.0217391304347826,1.961111111111111,0.0277777777777777,0.18125,0.0047055555555555,0.0197826086956521,10.434333333333337,0.1428333333333333,41.78944444444445,436.5388888888889,0.051875,0.0,0.0911111111111111,0.0,732.75,11.612,144.17777777777778,0.1,0.03125,0.0108695652173913,0.0455555555555555,0.0277777777777777,0.5445681818181818,0.0277777777777777,0.0277777777777777,0.0277777777777777,0.0,2.777777777777778e-05,0.03125,0.0574999999999999,0.1261111111111111,2.327777777777777,0.1,0.0277777777777777,0.03125,0.03125,0.0361111111111111,0.8666666666666666,0.0108695652173913,0.1679999999999999,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,5,1592265600,41.3526437,-122.3396619,13,0,21,21,21,21,0.0,53.0,5.59,0.0445,0.076,0.49,24.3,0.035,0.84,32.425,0.0165,-105.0,0.0,360.0,17.0,122.0,0.0,-105.0,44,8.83,11,25.4,72.3,12.9,73.0,99.0,99.0,98.0,97.0,91.0,85.0,73.0,42.0,24.0,11.0,5.0,2.0,55.0,43.0,37.0,27.0,20.0,1.21,0.74,74.0,0.9,54.0,19.0,2.0,16.0,9.0,15.0,9.0,13.0,13.0,2.0,65274766.366238885,112.33333333333331,683.846450530497,0.3833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0181786472199888,0.0,0.0,0.0,0.0,0.0,0.918762969915038,0.0,0.0,0.0,1.846666666666667,19.259786769531665,0.0,2.803243757200477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.564439356763465,0.0,0.0,0.0,0.0,49.71370420732294,19.385187261854004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,8,1601337600,33.8444811,-118.3408888,12,0,413,413,413,413,0.0,68.0,5.37,13.008,14.649,0.2,58.9,0.045,0.9,45.581,10.4655,-7.0,8.0,420.0,1.0,0.0,0.0,-7.0,5,1.55,17,12.5,82.6,4.1,78.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,76.0,20.0,13.0,8.0,5.0,99.0,84.0,52.0,22.0,17.0,0.3,0.233,36.6,6.7,87.0,13.0,5.0,17.0,33.0,32.0,5.0,4.0,9.0,5.0,119.75,586.6666666666666,137.7,5.821666666666666,0.0,0.064516129032258,0.0883870967741935,0.1025806451612903,0.1232258064516129,0.064516129032258,0.0013474193548387,0.2933333333333333,3.0619354838709683,0.2770967741935484,1.855806451612904,3.065483870967742,0.0819354838709677,0.0,0.1290322580645161,0.0,77.09700000000001,49.88,21.783870967741933,0.2,0.064516129032258,0.0764516129032258,0.1290322580645161,0.064516129032258,0.7129032258064517,0.064516129032258,0.064516129032258,0.064516129032258,0.064516129032258,6.451612903225807e-05,0.064516129032258,0.1354838709677419,0.1290322580645161,0.064516129032258,0.064516129032258,0.0683870967741935,0.0719354838709677,0.935483870967742,0.2754838709677419,0.3064516129032258,0.0858064516129032,0.3193548387096773,4.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,8,1601337600,33.844089,-118.3390517,12,0,413,413,413,413,0.0,68.0,5.37,13.008,14.649,0.2,58.9,0.045,0.9,45.581,10.4655,-7.0,8.0,420.0,1.0,0.0,0.0,-7.0,5,1.55,17,12.5,82.6,4.1,78.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,76.0,20.0,13.0,8.0,5.0,99.0,84.0,52.0,22.0,17.0,0.3,0.233,36.6,6.7,87.0,13.0,5.0,17.0,33.0,32.0,5.0,4.0,9.0,5.0,119.75,586.6666666666666,137.7,5.821666666666666,0.0,0.064516129032258,0.0883870967741935,0.1025806451612903,0.1232258064516129,0.064516129032258,0.0013474193548387,0.2933333333333333,3.0619354838709683,0.2770967741935484,1.855806451612904,3.065483870967742,0.0819354838709677,0.0,0.1290322580645161,0.0,77.09700000000001,49.88,21.783870967741933,0.2,0.064516129032258,0.0764516129032258,0.1290322580645161,0.064516129032258,0.7129032258064517,0.064516129032258,0.064516129032258,0.064516129032258,0.064516129032258,6.451612903225807e-05,0.064516129032258,0.1354838709677419,0.1290322580645161,0.064516129032258,0.064516129032258,0.0683870967741935,0.0719354838709677,0.935483870967742,0.2754838709677419,0.3064516129032258,0.0858064516129032,0.3193548387096773,4.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,8,1601251200,33.8452783,-118.3415441,12,0,413,413,413,413,0.0,69.0,4.47,23.3275,28.0775,0.2,5.1,0.05,0.1,57.377,17.146,-7.0,8.0,420.0,1.0,0.0,0.0,-7.0,5,1.55,17,12.5,82.6,4.1,78.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,76.0,20.0,13.0,8.0,5.0,99.0,84.0,52.0,22.0,17.0,0.3,0.233,36.6,6.7,87.0,13.0,5.0,17.0,33.0,32.0,5.0,4.0,9.0,5.0,375.0,892.5,293.5,0.9045,0.0,0.0,0.0,0.03125,0.0957692307692307,0.03125,0.0009485714285714,0.0914285714285714,1.640625,0.4425,4.930624999999999,25.44722222222222,0.0,0.0,0.0625,0.0,179.6625,5.85,36.13312500000001,0.0,0.03125,0.0657692307692307,0.0625,0.03125,1.4065384615384615,0.03125,0.03125,0.258125,0.0,0.0,0.03125,0.0,0.0625,0.03125,0.03125,0.03125,0.0,0.0,0.2425,3.41875,0.0319230769230769,1.953846153846154,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,8,1606176000,33.7869435,-117.7281976,13,0,448,448,448,448,0.0,56.0,3.36,22.3345,26.238,0.4,33.7,0.044,1.9,51.168,13.369,1.0,2.0,497.0,10.0,7.0,0.0,1.0,18,0.65,13,37.6,54.6,21.5,51.0,97.0,94.0,91.0,88.0,85.0,82.0,78.0,64.0,44.0,19.0,11.0,6.0,73.0,65.0,60.0,49.0,35.0,0.26,0.106,62.9,1.3,45.0,31.0,6.0,11.0,8.0,15.0,19.0,23.0,17.0,8.0,65274766.366238885,890.0,20.0,4.228571428571429,0.201780487804878,0.0125,41.3375,286.7682926829268,35.6219512195122,0.0121951219512195,0.0907894736842105,83.28,1447.680487804878,664.2853658536585,3400.248780487805,765.9314634146341,0.0125,0.0,0.024390243902439,0.0,300.0,9.0,6427.821951219513,1.475,0.0121951219512195,22.329615384615387,0.024390243902439,0.0121951219512195,3.713673469387756,0.0121951219512195,0.0121951219512195,13.402439024390244,0.0121951219512195,1.25e-05,0.0125,2.3325,0.024390243902439,0.0121951219512195,0.0129268292682926,410.9146341463415,14.5475,23.7475,3.258048780487805,28.841463414634145,42.50961538461539,100.0673076923077,0.1219512195121951,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2,8,1603929600,33.62739381,-117.8371097,13,0,431,431,431,431,0.0,75.0,2.46,33.9945,42.2725,0.4,48.1,0.067,1.1,43.072,22.377,-5.0,6.0,403.0,2.0,1.0,0.0,-5.0,18,3.17,15,14.6,80.2,8.9,71.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,59.0,25.0,11.0,7.0,5.0,84.0,63.0,49.0,29.0,20.0,0.43,0.259,31.0,1.8,85.0,15.0,5.0,22.0,14.0,21.0,10.0,9.0,6.0,5.0,100.0,1100.0,20.0,3.6428571428571423,0.0,0.1538461538461538,0.1428571428571428,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.003076923076923,0.25,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.6615384615384615,0.1538461538461538,0.0,0.3076923076923077,0.0,250.0,1.0,0.4692307692307692,0.5,0.1538461538461538,0.1111111111111111,0.3076923076923077,0.1538461538461538,3.466666666666667,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.0001538461538461,0.1538461538461538,0.4153846153846154,0.3076923076923077,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.2846153846153846,0.2615384615384615,0.3076923076923077,0.1538461538461538,0.1427777777777777,0.1111111111111111,1.5384615384615383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,8,1642032000,32.627223,-117.1000252,6,0,140,140,140,140,0.0,63.7,2.68,5.9190000000000005,6.545999999999999,0.49,24.3,0.019,0.84,24.062,3.8905,-9.0,22.0,679.0,14.0,1.0,0.0,-9.0,44,0.54,23,21.8,70.2,12.7,66.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.0,32.0,17.0,12.0,8.0,99.0,77.0,51.0,34.0,30.0,0.32,0.234,95.5,2.6,76.0,24.0,9.0,24.0,28.0,19.0,4.0,14.0,10.0,9.0,65274766.366238885,1283.3456705434464,683.846450530497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.34,0.0,0.0,0.0,1.5,0.0,44.4,19.259786769531665,5.9,0.0,0.0,95.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.25,0.0,6.35,166.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,8,1641945600,32.6271797,-117.101277,6,0,140,140,140,140,0.0,63.7,3.58,3.061,3.423,0.49,24.3,0.031,0.84,21.122,1.9775,-9.0,22.0,679.0,14.0,1.0,0.0,-9.0,44,0.54,23,21.8,70.2,12.7,66.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.0,32.0,17.0,12.0,8.0,99.0,77.0,51.0,34.0,30.0,0.32,0.234,95.5,2.6,76.0,24.0,9.0,24.0,28.0,19.0,4.0,14.0,10.0,9.0,65274766.366238885,1283.3456705434464,683.846450530497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.32,0.0,0.0,1.8,0.0,0.0,0.0,0.0,38.6,19.259786769531665,68.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.475,39.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1642032000,32.6248036,-117.0992746,6,0,140,140,140,140,0.0,63.7,2.68,5.9190000000000005,6.545999999999999,0.49,24.3,0.019,0.84,24.062,3.8905,-9.0,22.0,679.0,14.0,1.0,0.0,-9.0,44,0.54,23,21.8,70.2,12.7,66.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.0,32.0,17.0,12.0,8.0,99.0,77.0,51.0,34.0,30.0,0.32,0.234,95.5,2.6,76.0,24.0,9.0,24.0,28.0,19.0,4.0,14.0,10.0,9.0,65274766.366238885,1283.3456705434464,683.846450530497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.34,0.0,0.0,0.0,1.5,0.0,44.4,19.259786769531665,5.9,0.0,0.0,95.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.25,0.0,6.35,166.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1641254400,32.6236175,-117.0999037,6,0,140,140,140,140,0.0,63.7,5.14,8.8615,9.587,0.49,24.3,0.034,0.84,46.964,6.234999999999999,-9.0,22.0,679.0,14.0,1.0,0.0,-9.0,44,0.54,23,21.8,70.2,12.7,66.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.0,32.0,17.0,12.0,8.0,99.0,77.0,51.0,34.0,30.0,0.32,0.234,95.5,2.6,76.0,24.0,9.0,24.0,28.0,19.0,4.0,14.0,10.0,9.0,132.84,3304.0,237.6,5.839,1.5959999999999996,1.5079999999999998,40.90909090909091,14.836000000000002,1.2559999999999998,1.412,0.003464,10.0,196.43800000000005,2.1359999999999992,63.956,26.882000000000005,2.068,2.2040000000000006,1.644,8.8,446.0,14.060000000000002,13537.8,1.672,1.6040000000000003,3.5927272727272723,8.6,2.252,173.89636363636365,2.1840000000000006,1.1800000000000002,1.7200000000000002,86.0,0.003248,8.048000000000002,3.016,1.972,1.208,7.072000000000003,1.8560000000000003,1.992,2.3280000000000003,14.488,4.103999999999999,3.6145454545454543,2.663636363636364,2.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,8,1642032000,32.6258998,-117.0997129,6,0,140,140,140,140,0.0,63.7,2.68,5.9190000000000005,6.545999999999999,0.49,24.3,0.019,0.84,24.062,3.8905,-9.0,22.0,679.0,14.0,1.0,0.0,-9.0,44,0.54,23,21.8,70.2,12.7,66.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.0,32.0,17.0,12.0,8.0,99.0,77.0,51.0,34.0,30.0,0.32,0.234,95.5,2.6,76.0,24.0,9.0,24.0,28.0,19.0,4.0,14.0,10.0,9.0,65274766.366238885,1283.3456705434464,683.846450530497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.34,0.0,0.0,0.0,1.5,0.0,44.4,19.259786769531665,5.9,0.0,0.0,95.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.25,0.0,6.35,166.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,8,1641945600,32.6265405,-117.1007414,6,0,140,140,140,140,0.0,63.7,3.58,3.061,3.423,0.49,24.3,0.031,0.84,21.122,1.9775,-9.0,22.0,679.0,14.0,1.0,0.0,-9.0,44,0.54,23,21.8,70.2,12.7,66.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.0,32.0,17.0,12.0,8.0,99.0,77.0,51.0,34.0,30.0,0.32,0.234,95.5,2.6,76.0,24.0,9.0,24.0,28.0,19.0,4.0,14.0,10.0,9.0,65274766.366238885,1283.3456705434464,683.846450530497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.32,0.0,0.0,1.8,0.0,0.0,0.0,0.0,38.6,19.259786769531665,68.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.475,39.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,8,1642118400,32.6256525,-117.1007669,6,0,140,140,140,140,0.0,63.7,2.24,18.1,10.101,0.49,24.3,0.028,0.84,36.989,6.3255,-9.0,22.0,679.0,14.0,1.0,0.0,-9.0,44,0.54,23,21.8,70.2,12.7,66.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.0,32.0,17.0,12.0,8.0,99.0,77.0,51.0,34.0,30.0,0.32,0.234,95.5,2.6,76.0,24.0,9.0,24.0,28.0,19.0,4.0,14.0,10.0,9.0,66530.58888888889,6071.949152542373,423.362962962963,45.397828125,6.594444444444444,3.215697674418604,175.51868131868133,58.41581395348835,2.585348837209302,3.633023255813954,0.0174058928571428,1378.085896551724,49.74906976744186,9.717209302325582,373.5004651162791,9.538023255813954,4.464074074074074,4.844074074074073,3.465232558139535,22.179259259259258,456.5129032258065,25.715,2883.662441860465,3.728765432098765,3.347790697674418,148.74495726495726,15.766744186046513,4.170465116279069,724.2683504273504,4.880123456790123,2.678488372093023,3.838024691358025,140.18255813953488,0.0099398837209302,6.638271604938272,5.947654320987655,4.794302325581396,2.717325581395349,4.496395348837209,8.733023255813956,4.324691358024691,4.790246913580248,9.496511627906978,6.351046511627909,205.4207094017094,634.2962735042732,9.633720930232558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,1643155200,40.7963337,-124.1841112,11,0,17,17,17,17,0.0,63.7,2.46,15.951,19.8685,0.3,10.5,0.017,0.5,61.387,8.870000000000001,24.0,38.0,584.0,95.0,33.0,0.0,24.0,22,0.55,21,57.1,9.2,9.7,6.0,99.75862212422516,99.59167117360737,99.33847817947331,99.15388775637558,98.47435204060407,97.69114282148357,95.91018013895246,85.80892042574759,60.50616658219294,35.14229599594526,24.284423044433183,17.248384235204664,93.03357830714648,87.67460719716168,80.25794053049502,66.4812890690995,51.67688798783578,0.1706725710277323,0.0897187447203928,161.9581643858731,2.289711099848017,14.0,86.0,51.0,7.080324042290265,3.0,6.0,5.0,15.0,71.0,51.0,65274766.366238885,2634.333333333333,683.846450530497,0.3452833333333333,1.3355390228051307,0.8650229544973033,31.668818359378022,38.955832492670815,9.339027965603153,0.8382678682801634,0.0181786472199888,268.1360814322703,26.921714782209648,12.695489810779994,114.39575157249304,87.60900249525741,0.918762969915038,0.7814493580989227,0.8391613010540554,3.561266682824195,190.3166666666667,19.259786769531665,230.35783684309592,2.803243757200477,1.108153147813326,75.93414658774317,2.512523087292583,1.0156143002378906,282.110050282249,0.7920423589137986,0.6790614959701865,0.9227767042138756,10.351945030818658,0.0020473026487493,1.3066396078538534,7.564439356763465,1.0662083568539846,1.873697123860656,0.9853836596842742,28.295714850480497,49.71370420732294,19.385187261854004,4.958061104050161,2.720061084563852,139.25768053091298,228.72501419196684,4.381267913455699,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,1640044800,37.920747,-122.364502,13,0,243,243,243,243,0.0,39.0,8.28,22.379,25.8015,0.6,9.7,0.023,1.3,69.11,12.371,43.0,83.0,673.0,133.0,7.0,0.0,43.0,21,0.56,8,32.3,1.9,0.5,1.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,98.0,78.0,66.0,100.0,100.0,100.0,99.0,98.0,0.1706725710277323,0.001,5.8,0.7,6.0,94.0,192.0,7.080324042290265,1.0,2.0,2.0,1.0,93.0,192.0,1472.1333333333334,1793.5,1059.929411764706,1.2377862068965515,1.5719047619047617,5.25,36.74439393939394,141.8748703703704,3.401638554216868,5.260611111111111,0.0074570392156862,274.251796460177,5.25,5.259685185185186,506.6643888888889,43.28777777777778,0.7638529411764706,3.780133333333333,5.25,3.205384615384616,332.4104347826087,22.95055555555556,18.033703703703704,2.385529411764706,5.263833333333333,95.2359155844156,11.01851851851852,5.25,270.29588235294113,0.5441176470588235,5.25,5.25,15.166666666666666,0.0133111111111111,12.244444444444444,2.7780588235294115,5.715686274509804,5.544444444444444,5.148148148148148,5.253907407407407,62.97,29.149382352941178,10.248537037037035,6.806648148148148,55.06072727272726,309.2395844155845,12.037037037037036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,1640044800,37.920827,-122.364718,13,0,243,243,243,243,0.0,39.0,8.28,22.379,25.8015,0.6,9.7,0.023,1.3,69.11,12.371,43.0,83.0,673.0,133.0,7.0,0.0,43.0,21,0.56,8,32.3,1.9,0.5,1.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,98.0,78.0,66.0,100.0,100.0,100.0,99.0,98.0,0.1706725710277323,0.001,5.8,0.7,6.0,94.0,192.0,7.080324042290265,1.0,2.0,2.0,1.0,93.0,192.0,1472.1333333333334,1793.5,1059.929411764706,1.2377862068965515,1.5719047619047617,5.25,36.74439393939394,141.8748703703704,3.401638554216868,5.260611111111111,0.0074570392156862,274.251796460177,5.25,5.259685185185186,506.6643888888889,43.28777777777778,0.7638529411764706,3.780133333333333,5.25,3.205384615384616,332.4104347826087,22.95055555555556,18.033703703703704,2.385529411764706,5.263833333333333,95.2359155844156,11.01851851851852,5.25,270.29588235294113,0.5441176470588235,5.25,5.25,15.166666666666666,0.0133111111111111,12.244444444444444,2.7780588235294115,5.715686274509804,5.544444444444444,5.148148148148148,5.253907407407407,62.97,29.149382352941178,10.248537037037035,6.806648148148148,55.06072727272726,309.2395844155845,12.037037037037036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,11,1655251200,41.3161675,-120.0431761,13,0,6,6,6,6,0.0,63.7,5.34,18.0,23.8,0.49,24.3,0.043,0.84,40.7,14.8,-2.3,15.3,458.7,29.3,16.4,0.0,-2.3999999999999986,18,2.15,13,38.1,56.4,16.4,66.0,92.0,87.0,79.0,74.0,68.0,62.0,57.0,48.0,30.0,16.0,8.0,3.0,53.0,49.0,44.0,34.0,25.0,3.34,0.622,999.9,0.2,33.0,22.0,3.0,8.0,8.0,19.0,17.0,17.0,23.0,6.0,65274766.366238885,1283.3456705434464,683.846450530497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.33333333333331,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1866666666666666,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
